Country Name,Country Code,Indicator Name_x,Indicator Code_x,Region,IncomeGroup,Year,Nuclear Production,Indicator Name_y,Indicator Code_y,Oil Production,Indicator Name,Indicator Code,Renewable Production,Total Production,Nuclear Proportion,Oil Proportion,Renewable Proportion
Afghanistan,AFG,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,South Asia,Low income,2012,0.0,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,0.0,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,0.0,,,
Afghanistan,AFG,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,South Asia,Low income,2013,0.0,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,0.0,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,0.0,,,
Afghanistan,AFG,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,South Asia,Low income,2014,0.0,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,0.0,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,0.0,,,
Afghanistan,AFG,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,South Asia,Low income,2015,0.0,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,0.0,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,0.0,,,
Afghanistan,AFG,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,South Asia,Low income,2016,0.0,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,0.0,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,0.0,,,
Afghanistan,AFG,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,South Asia,Low income,2017,0.0,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,0.0,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,0.0,,,
Afghanistan,AFG,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,South Asia,Low income,2018,0.0,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,0.0,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,0.0,,,
Afghanistan,AFG,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,South Asia,Low income,2019,0.0,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,0.0,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,0.0,,,
Afghanistan,AFG,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,South Asia,Low income,2020,0.0,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,0.0,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,0.0,,,
Afghanistan,AFG,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,South Asia,Low income,2021,0.0,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,0.0,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,0.0,,,
Africa Eastern and Southern,AFE,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,2000,4.68,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2.02,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,1301000000.0,1301000006.7,3.5972328792456105e-09,1.552651798306866e-09,0.9999999948501153
Africa Eastern and Southern,AFE,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,2001,3.78,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,1.78,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,1390000000.0,1390000005.56,2.7194244495539568e-09,1.2805755344460433e-09,0.999999996
Africa Eastern and Southern,AFE,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,2002,4.03,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,1.6,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,1220000000.0,1220000005.63,3.3032786732807715e-09,1.3114754037839291e-09,0.9999999953852459
Africa Eastern and Southern,AFE,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,2003,4.07,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,1.68,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,1624000000.0,1624000005.75,2.5061576265945776e-09,1.0344827549579582e-09,0.9999999964593597
Africa Eastern and Southern,AFE,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,2004,4.09,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2.03,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,1902000000.0,1902000006.12,2.1503680267296256e-09,1.0672975780589582e-09,0.9999999967823344
Africa Eastern and Southern,AFE,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,2005,3.4,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2.08,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,1866000000.0,1866000005.48,1.8220793086897134e-09,1.1146838123748837e-09,0.9999999970632368
Africa Eastern and Southern,AFE,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,2006,2.9,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2.25,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,1972000000.0,1972000005.15,1.4705882314535854e-09,1.1409736278519198e-09,0.9999999973884381
Africa Eastern and Southern,AFE,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,2007,3.15,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2.56,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,1972000000.0,1972000005.71,1.5973630785390754e-09,1.2981744384317566e-09,0.9999999971044624
Africa Eastern and Southern,AFE,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,2008,3.67,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2.72,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2188000000.0,2188000006.39,1.6773308908966434e-09,1.2431444205010547e-09,0.9999999970795248
Africa Eastern and Southern,AFE,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,2009,3.67,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2.81,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2463000000.0,2463000006.48,1.4900527772409492e-09,1.1408850964705906e-09,0.9999999973690621
Africa Eastern and Southern,AFE,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,2010,3.31,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,1.94,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2692000000.0,2692000005.25,1.2295690912127647e-09,7.206537875990222e-10,0.9999999980497771
Africa Eastern and Southern,AFE,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,2011,3.61,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2.26,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2762000000.0,2762000005.87,1.3070238929499528e-09,8.182476448938762e-10,0.9999999978747285
Africa Eastern and Southern,AFE,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,2012,3.21,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2.8,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,3058000000.0,3058000006.01,1.0497056879304343e-09,9.156311296589459e-10,0.9999999980346631
Africa Eastern and Southern,AFE,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,2013,3.73,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,3.12,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,3669000000.0,3669000006.85,1.0166257816942256e-09,8.503679460820332e-10,0.9999999981330063
Africa Eastern and Southern,AFE,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,2014,3.58,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,3.19,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,7687000000.0,7687000006.77,4.657213473197693e-10,4.1498634020951504e-10,0.9999999991192923
Africa Eastern and Southern,AFE,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,2015,0.0,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,3.33,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,10926000000.0,10926000003.33,0.0,3.0477759463528195e-10,0.9999999996952225
Africa Eastern and Southern,AFE,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,2016,0.0,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,0.0,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,0.0,,,
Africa Eastern and Southern,AFE,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,2017,0.0,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,0.0,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,0.0,,,
Africa Eastern and Southern,AFE,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,2018,0.0,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,0.0,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,0.0,,,
Africa Eastern and Southern,AFE,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,2019,0.0,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,0.0,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,0.0,,,
Africa Eastern and Southern,AFE,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,2020,0.0,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,0.0,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,0.0,,,
Africa Eastern and Southern,AFE,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,2021,0.0,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,0.0,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,0.0,,,
Africa Western and Central,AFW,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,2000,0.0,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,5.28,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,60000000.0,60000005.28,0.0,8.799999225600068e-08,0.9999999120000077
Africa Western and Central,AFW,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,2001,0.0,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,5.54,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,70000000.0,70000005.54,0.0,7.91428508792658e-08,0.9999999208571491
Africa Western and Central,AFW,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,2002,0.0,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,4.62,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,78000000.0,78000004.62,0.0,5.923076572248541e-08,0.9999999407692343
Africa Western and Central,AFW,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,2003,0.0,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,4.98,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,66000000.0,66000004.98,0.0,7.545453976115747e-08,0.9999999245454603
Africa Western and Central,AFW,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,2004,0.0,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,4.96,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,162000000.0,162000004.96,0.0,3.061728301319923e-08,0.999999969382717
Africa Western and Central,AFW,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,2005,0.0,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,5.93,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,177000000.0,177000005.93,0.0,3.3502823736317825e-08,0.9999999664971763
Africa Western and Central,AFW,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,2006,0.0,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,6.38,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,827000000.0,827000006.38,0.0,7.71463113758241e-09,0.9999999922853688
Africa Western and Central,AFW,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,2007,0.0,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,8.11,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,254000000.0,254000008.11,0.0,3.1929132838798156e-08,0.9999999680708671
Africa Western and Central,AFW,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,2008,0.0,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,7.79,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,254000000.0,254000007.79,0.0,3.0669290397977274e-08,0.9999999693307097
Africa Western and Central,AFW,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,2009,0.0,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,8.31,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,213000000.0,213000008.31,0.0,3.9014082984943524e-08,0.999999960985917
Africa Western and Central,AFW,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,2010,0.0,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,7.13,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,222000000.0,222000007.13,0.0,3.211711608560794e-08,0.9999999678828839
Africa Western and Central,AFW,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,2011,0.0,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,6.63,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,219000000.0,219000006.63,0.0,3.0273971686226334e-08,0.9999999697260283
Africa Western and Central,AFW,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,2012,0.0,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,6.95,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,196000000.0,196000006.95,0.0,3.545918241611573e-08,0.9999999645408176
Africa Western and Central,AFW,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,2013,0.0,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,6.89,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,222000000.0,222000006.89,0.0,3.103603507280053e-08,0.999999968963965
Africa Western and Central,AFW,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,2014,0.0,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,7.43,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,233000000.0,233000007.43,0.0,3.188841100029659e-08,0.999999968111589
Africa Western and Central,AFW,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,2015,0.0,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,7.82,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,280000000.0,280000007.82,0.0,2.792857064856635e-08,0.9999999720714293
Africa Western and Central,AFW,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,2016,0.0,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,0.0,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,0.0,,,
Africa Western and Central,AFW,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,2017,0.0,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,0.0,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,0.0,,,
Africa Western and Central,AFW,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,2018,0.0,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,0.0,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,0.0,,,
Africa Western and Central,AFW,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,2019,0.0,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,0.0,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,0.0,,,
Africa Western and Central,AFW,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,2020,0.0,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,0.0,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,0.0,,,
Africa Western and Central,AFW,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,2021,0.0,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,0.0,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,0.0,,,
Albania,ALB,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,Europe & Central Asia,Upper middle income,2000,0.0,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,3.85,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,3.85,0.0,1.0,0.0
Albania,ALB,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,Europe & Central Asia,Upper middle income,2001,0.0,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,4.69,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,4.69,0.0,1.0,0.0
Albania,ALB,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,Europe & Central Asia,Upper middle income,2002,0.0,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,6.05,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,6.05,0.0,1.0,0.0
Albania,ALB,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,Europe & Central Asia,Upper middle income,2003,0.0,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2.14,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,2.14,0.0,1.0,0.0
Albania,ALB,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,Europe & Central Asia,Upper middle income,2004,0.0,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2.5,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,2.5,0.0,1.0,0.0
Albania,ALB,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,Europe & Central Asia,Upper middle income,2005,0.0,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,1.29,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,1.29,0.0,1.0,0.0
Albania,ALB,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,Europe & Central Asia,Upper middle income,2006,0.0,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,1.68,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,1.68,0.0,1.0,0.0
Albania,ALB,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,Europe & Central Asia,Upper middle income,2007,0.0,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2.52,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,2.52,0.0,1.0,0.0
Albania,ALB,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,Europe & Central Asia,Upper middle income,2008,0.0,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,0.0,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,0.0,,,
Albania,ALB,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,Europe & Central Asia,Upper middle income,2009,0.0,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,0.02,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,0.02,0.0,1.0,0.0
Albania,ALB,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,Europe & Central Asia,Upper middle income,2010,0.0,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,0.01,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,0.01,0.0,1.0,0.0
Albania,ALB,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,Europe & Central Asia,Upper middle income,2011,0.0,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,1.41,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,1.41,0.0,1.0,0.0
Albania,ALB,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,Europe & Central Asia,Upper middle income,2012,0.0,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,0.0,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,0.0,,,
Albania,ALB,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,Europe & Central Asia,Upper middle income,2013,0.0,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,0.0,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,0.0,,,
Albania,ALB,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,Europe & Central Asia,Upper middle income,2014,0.0,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,0.0,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,0.0,,,
Albania,ALB,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,Europe & Central Asia,Upper middle income,2015,0.0,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,0.0,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,0.0,,,
Albania,ALB,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,Europe & Central Asia,Upper middle income,2016,0.0,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,0.0,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,0.0,,,
Albania,ALB,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,Europe & Central Asia,Upper middle income,2017,0.0,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,0.0,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,0.0,,,
Albania,ALB,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,Europe & Central Asia,Upper middle income,2018,0.0,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,0.0,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,0.0,,,
Albania,ALB,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,Europe & Central Asia,Upper middle income,2019,0.0,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,0.0,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,0.0,,,
