Country Name,Country Code,Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
"Congo, Rep.",COG,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,5.07,5.63,6.17,6.67,7.14,7.22,7.96,8.31,8.64,9.25,10.26,10.29,10.62,10.66,11.16,11.81,12.45,12.9,13.03,13.92,14.75,0.0
Colombia,COL,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,83.27,94.29,82.17,82.81,83.43,88.87,84.54,85.04,86.96,83.77,86.24,85.5,87.08,90.07,89.89,91.79,92.76,92.74,92.62,98.71,100.0,0.0
Comoros,COM,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,30.11,32.66,33.22,37.74,40.27,42.78,45.27,47.76,50.24,52.73,63.96,63.39,63.12,62.86,65.45,68.07,70.7,73.35,76.01,78.67,81.34,0.0
Cabo Verde,CPV,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,31.53,33.71,30.72,38.22,40.55,42.46,45.35,47.83,50.38,53.04,65.68,67.9,69.6,71.52,73.73,76.14,78.62,80.99,84.97,87.29,93.51,0.0
Costa Rica,CRI,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,92.82,95.77,96.32,96.67,97.34,97.44,97.56,97.72,97.77,98.16,97.09,97.27,98.14,98.44,98.27,97.68,98.45,98.87,98.93,98.87,99.73,0.0
Caribbean small states,CSS,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,79.12,83.7,83.25,83.58,84.32,85.51,86.04,87.2,87.26,87.78,89.73,89.15,90.83,92.05,91.7,92.85,94.16,95.16,95.85,96.87,98.09,0.0
Cuba,CUB,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,87.84,85.25,82.27,86.51,87.14,87.71,88.22,88.68,89.13,89.59,90.09,90.68,91.39,92.24,93.22,94.31,95.47,96.68,97.91,99.46,100.0,0.0
Curacao,CUW,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Cayman Islands,CYM,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Cyprus,CYP,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Czech Republic,CZE,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Germany,DEU,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Djibouti,DJI,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,56.08,53.73,26.1,48.91,46.4,43.82,32.65,38.42,35.65,32.88,30.13,27.42,22.07,22.21,20.81,22.23,24.27,0.0,25.37,25.17,24.79,0.0
Dominica,DMA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Denmark,DNK,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Dominican Republic,DOM,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,76.16,77.83,77.77,78.47,80.21,79.73,80.74,90.5,92.62,92.9,93.59,92.49,92.28,93.44,93.64,93.92,95.04,100.0,95.9,96.3,100.0,0.0
Algeria,DZA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,98.27,98.29,98.29,98.28,98.23,98.15,98.03,97.87,97.94,97.53,97.38,97.27,97.67,97.29,97.43,97.65,98.13,99.07,99.07,98.68,99.58,0.0
East Asia & Pacific (excluding high income),EAP,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,87.81,88.16,88.77,88.71,90.23,89.31,90.99,90.82,91.42,91.71,92.2,93.27,93.68,93.94,94.05,94.68,94.71,96.15,96.05,96.39,96.19,0.0
Early-demographic dividend,EAR,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,50.92,50.89,56.0,54.85,55.9,57.1,58.93,60.93,63.12,64.46,65.75,60.11,69.45,71.23,72.25,76.63,78.7,82.11,85.64,86.86,88.77,0.0
East Asia & Pacific,EAS,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,88.23,88.55,89.13,89.05,90.51,89.61,91.23,91.06,91.64,91.91,92.38,93.43,93.83,94.09,94.2,94.81,94.85,96.25,96.15,96.48,96.29,0.0
Europe & Central Asia (excluding high income),ECA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,99.72,99.76,99.84,99.86,99.81,99.81,99.77,99.83,99.84,99.88,99.88,99.83,99.93,99.9,99.93,99.86,99.95,99.96,99.96,99.99,100.0,0.0
Europe & Central Asia,ECS,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,99.86,99.88,99.92,99.93,99.91,99.91,99.89,99.92,99.92,99.94,99.94,99.91,99.97,99.95,99.97,99.93,99.98,99.98,99.98,99.99,100.0,0.0
Ecuador,ECU,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,85.45,86.05,86.71,88.13,88.05,89.65,91.1,92.19,93.27,92.28,93.68,91.95,93.05,95.45,97.5,97.02,96.78,97.8,96.94,97.76,97.4,0.0
"Egypt, Arab Rep.",EGY,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,96.35,95.86,96.21,98.12,96.48,99.1,98.82,97.76,99.72,98.35,99.18,99.24,99.83,99.83,99.73,99.45,100.0,100.0,100.0,100.0,100.0,0.0
Euro area,EMU,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Eritrea,ERI,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,11.16,11.93,13.97,13.48,14.26,15.03,15.81,16.6,17.4,18.6,19.84,21.12,23.05,24.95,26.89,28.88,30.89,32.93,34.99,36.98,39.02,0.0
Spain,ESP,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Estonia,EST,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Ethiopia,ETH,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1.72,0.0,0.0,1.43,3.12,0.65,6.49,8.17,9.7,11.24,12.8,9.59,15.98,17.63,12.01,15.5,32.36,30.97,32.63,36.06,39.41,0.0
European Union,EUU,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Fragile and conflict affected situations,FCS,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,24.91,0.0,0.0,25.67,22.65,23.13,24.25,22.93,25.08,26.41,26.43,27.95,30.6,31.74,30.46,28.68,35.23,38.42,36.94,39.78,36.93,0.0
Finland,FIN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Fiji,FJI,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,61.27,63.12,67.84,68.43,68.72,70.6,72.47,83.11,75.37,78.13,81.79,82.95,84.19,85.36,88.66,91.03,93.47,91.55,98.79,99.38,100.0,0.0
France,FRA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Faroe Islands,FRO,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
"Micronesia, Fed. Sts.",FSM,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,39.1,41.5,43.42,45.33,47.23,49.12,51.01,52.9,54.8,56.71,58.78,61.12,63.23,65.23,67.16,69.2,71.42,73.58,75.46,77.09,78.83,0.0
Gabon,GAB,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,11.61,21.47,21.14,20.78,20.38,27.1,19.34,18.72,18.06,17.44,51.06,43.21,32.26,32.79,19.82,17.85,19.14,0.0,22.79,25.13,27.76,0.0
United Kingdom,GBR,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Georgia,GEO,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,99.69,99.74,99.79,100.0,99.93,97.49,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Ghana,GHA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,14.87,17.33,19.79,23.99,24.79,7.86,31.45,32.54,36.82,37.94,55.35,41.98,23.64,50.83,63.97,57.6,66.6,65.33,68.28,70.01,73.99,0.0
Gibraltar,GIB,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Guinea,GIN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,0.0,0.0,0.0,0.0,0.59,0.0,2.3,3.14,3.97,4.81,5.65,6.51,1.19,8.28,9.24,10.19,6.74,8.56,21.4,17.02,19.31,0.0
"Gambia, The",GMB,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,18.82,9.75,10.83,1.08,13.09,4.46,15.35,16.43,17.5,18.57,24.02,24.97,25.88,30.25,27.56,28.59,29.96,20.52,0.0,0.0,31.56,0.0
Guinea-Bissau,GNB,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,0.0,0.0,0.0,0.0,0.0,0.0,2.08,0.0,0.0,0.0,2.12,3.93,5.91,7.95,5.82,8.9,10.57,12.38,13.34,14.33,15.17,0.0
Equatorial Guinea,GNQ,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,37.56,35.82,33.95,31.94,29.79,27.48,24.99,22.31,19.46,16.43,13.96,10.05,6.36,5.45,4.62,3.85,3.16,2.54,1.96,1.43,0.93,0.0
Greece,GRC,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Grenada,GRD,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greenland,GRL,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Guatemala,GTM,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,55.01,57.33,64.15,63.4,62.81,64.65,74.18,68.34,70.21,72.11,74.04,73.99,78.08,80.2,76.66,84.64,86.94,89.66,91.7,94.14,96.62,0.0
Guam,GUM,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Guyana,GUY,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,69.42,70.21,71.0,71.79,72.59,75.92,69.94,74.9,75.66,72.71,79.74,80.88,81.99,83.12,84.21,85.56,86.93,88.23,89.3,90.17,90.95,0.0
High income,HIC,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,99.62,99.61,99.62,99.77,99.65,99.66,99.77,99.7,99.72,99.8,99.79,99.81,99.85,99.84,99.87,99.88,99.89,99.9,99.91,99.93,99.94,0.0
"Hong Kong SAR, China",HKG,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Honduras,HND,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,44.83,38.26,36.95,38.76,40.63,43.26,46.44,49.65,54.34,57.63,61.82,63.4,66.69,73.41,76.54,79.01,82.13,71.85,81.89,80.31,83.69,0.0
Heavily indebted poor countries (HIPC),HPC,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,0.0,0.0,0.0,7.6,7.5,7.32,10.0,9.75,11.26,13.99,15.02,13.91,17.38,17.9,19.94,17.94,25.99,26.37,28.76,29.81,29.96,0.0
Croatia,HRV,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Haiti,HTI,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,7.06,13.19,9.96,18.73,8.66,8.37,6.84,7.7,7.32,6.93,6.53,5.67,3.92,3.01,2.26,2.54,0.0,3.06,2.97,2.65,2.2,0.0
