Country Name,Country Code,Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Burundi,BDI,Access to electricity (% of population),EG.ELC.ACCS.ZS,2.46,2.8,3.12,3.45,3.76,3.21,2.66,4.73,4.8,5.4,5.3,6.12,6.5,6.9,7.0,8.43,9.35,9.3,10.88,11.36,11.74,0.0
Belgium,BEL,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Benin,BEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,21.53,21.9,23.42,24.35,25.28,26.21,27.9,28.08,29.02,29.98,34.2,36.9,38.4,34.69,34.1,29.62,37.1,34.5,39.25,40.33,41.41,0.0
Burkina Faso,BFA,Access to electricity (% of population),EG.ELC.ACCS.ZS,9.08,9.52,9.96,11.4,10.82,11.25,11.69,12.12,12.57,12.63,13.1,14.81,15.12,15.41,19.2,16.08,16.64,17.21,14.4,18.37,18.96,0.0
Bangladesh,BGD,Access to electricity (% of population),EG.ELC.ACCS.ZS,32.0,35.03,37.85,40.66,40.6,44.23,50.53,46.5,54.74,57.57,55.26,59.6,66.16,61.5,62.4,74.9,75.92,88.0,91.8,92.2,96.2,0.0
Bulgaria,BGR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.7,0.0
Bahrain,BHR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
"Bahamas, The",BHS,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Bosnia and Herzegovina,BIH,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,99.4,98.5,100.0,100.0,100.0,99.39,99.7,100.0,100.0,100.0,99.71,100.0,99.5,100.0,99.7,100.0,100.0,100.0,100.0,100.0,0.0
Belarus,BLR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Belize,BLZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,79.0,80.2,81.03,81.86,82.68,83.5,90.99,85.16,86.0,86.85,89.92,91.68,91.0,91.19,91.36,91.8,93.22,94.19,91.72,92.72,97.11,0.0
Bermuda,BMU,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Bolivia,BOL,Access to electricity (% of population),EG.ELC.ACCS.ZS,69.96,69.26,64.0,72.3,75.95,68.29,76.21,80.16,84.67,86.77,87.89,88.34,90.39,89.51,90.04,91.52,91.8,91.8,92.8,95.08,97.55,0.0
Brazil,BRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,94.39,96.02,96.65,96.98,96.77,97.09,97.59,98.13,98.53,98.86,98.6,99.33,99.52,99.58,99.65,99.71,99.7,99.8,99.7,99.8,100.0,0.0
Barbados,BRB,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,100.0,100.0,100.0,100.0,99.98,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Brunei Darussalam,BRN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Bhutan,BTN,Access to electricity (% of population),EG.ELC.ACCS.ZS,31.15,40.05,43.98,41.1,51.83,59.81,59.69,71.8,67.56,71.5,73.28,81.77,91.5,87.45,91.48,95.53,99.59,97.7,99.97,100.0,100.0,0.0
Botswana,BWA,Access to electricity (% of population),EG.ELC.ACCS.ZS,26.41,24.8,27.0,33.08,35.3,37.51,39.73,41.95,44.5,43.36,52.02,53.24,56.02,57.99,59.95,62.13,64.18,67.4,68.23,69.96,71.99,0.0
Central African Republic,CAF,Access to electricity (% of population),EG.ELC.ACCS.ZS,6.0,5.74,6.18,6.61,7.05,7.48,7.81,8.35,7.48,9.25,9.8,10.25,10.87,11.47,12.06,12.73,13.53,14.3,14.84,14.3,15.47,0.0
Canada,CAN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Central Europe and the Baltics,CEB,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.83,100.0,100.0,100.0,99.98,0.0
Switzerland,CHE,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Channel Islands,CHI,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Chile,CHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,97.94,97.12,97.28,98.78,97.61,97.77,99.37,98.09,98.26,99.59,99.54,99.59,100.0,99.6,100.0,99.71,100.0,99.7,100.0,100.0,100.0,0.0
China,CHN,Access to electricity (% of population),EG.ELC.ACCS.ZS,97.02,97.27,97.52,97.75,97.99,98.22,98.46,98.7,98.95,99.21,99.7,99.85,99.96,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Cote d'Ivoire,CIV,Access to electricity (% of population),EG.ELC.ACCS.ZS,48.69,49.66,51.4,51.57,52.52,58.9,60.17,55.38,60.3,57.32,58.3,55.8,55.8,61.36,61.9,62.6,64.3,65.6,67.15,68.46,69.68,0.0
Cameroon,CMR,Access to electricity (% of population),EG.ELC.ACCS.ZS,41.0,46.2,44.04,45.12,47.1,47.28,49.0,48.2,50.54,51.64,52.76,53.7,55.04,56.21,56.8,58.6,59.81,61.03,62.2,63.49,64.72,0.0
"Congo, Dem. Rep.",COD,Access to electricity (% of population),EG.ELC.ACCS.ZS,6.7,7.31,7.92,8.51,9.11,6.0,10.29,15.2,11.5,12.12,12.74,13.39,15.4,14.73,13.5,16.15,17.04,17.92,18.57,19.1,19.1,0.0
"Congo, Rep.",COG,Access to electricity (% of population),EG.ELC.ACCS.ZS,29.09,30.06,31.03,31.99,32.95,33.8,34.86,35.83,36.8,37.1,39.79,40.72,41.6,42.54,43.43,44.4,45.51,46.57,47.42,48.41,49.52,0.0
Colombia,COL,Access to electricity (% of population),EG.ELC.ACCS.ZS,95.2,98.47,94.91,95.13,95.35,96.8,95.79,96.02,96.81,96.06,96.79,96.69,97.03,97.78,97.79,98.19,98.4,98.5,98.5,99.76,100.0,0.0
Comoros,COM,Access to electricity (% of population),EG.ELC.ACCS.ZS,39.72,42.02,44.8,46.6,48.89,51.18,53.47,55.76,58.06,60.37,69.81,69.43,69.3,69.77,72.16,74.57,76.99,79.42,81.86,84.3,86.74,0.0
Cabo Verde,CPV,Access to electricity (% of population),EG.ELC.ACCS.ZS,58.42,60.16,58.6,63.62,65.34,67.0,68.79,70.52,72.26,74.0,81.1,82.36,83.36,84.34,85.31,86.36,87.54,88.69,90.41,91.4,94.16,0.0
Costa Rica,CRI,Access to electricity (% of population),EG.ELC.ACCS.ZS,96.94,98.25,98.51,98.7,98.95,99.05,99.15,99.22,99.26,99.41,99.0,99.23,99.5,99.56,99.36,99.41,99.5,99.6,99.7,99.71,99.9,0.0
Caribbean small states,CSS,Access to electricity (% of population),EG.ELC.ACCS.ZS,86.83,89.45,89.29,89.38,89.86,90.28,90.76,91.71,92.88,92.19,93.41,93.39,94.4,94.89,94.8,95.67,96.69,97.3,97.69,98.22,98.82,0.0
Cuba,CUB,Access to electricity (% of population),EG.ELC.ACCS.ZS,97.0,96.23,95.5,96.51,96.65,96.79,96.93,97.07,97.22,97.38,97.56,97.75,97.95,98.18,98.42,98.68,98.95,99.24,99.52,99.8,100.0,0.0
Curacao,CUW,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.98,99.95,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Cayman Islands,CYM,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Cyprus,CYP,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Czech Republic,CZE,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Germany,DEU,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Djibouti,DJI,Access to electricity (% of population),EG.ELC.ACCS.ZS,56.38,56.37,49.7,56.32,56.28,56.25,55.5,56.2,56.18,56.17,56.18,56.2,54.6,56.3,56.62,57.58,58.68,60.2,60.56,61.21,61.77,0.0
Dominica,DMA,Access to electricity (% of population),EG.ELC.ACCS.ZS,80.95,82.28,87.7,84.91,86.23,87.54,88.85,90.17,90.9,92.83,94.17,95.54,96.92,98.32,99.74,99.83,99.98,100.0,100.0,100.0,100.0,0.0
Denmark,DNK,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Dominican Republic,DOM,Access to electricity (% of population),EG.ELC.ACCS.ZS,88.76,89.79,89.75,89.17,90.32,90.14,90.12,96.88,97.58,97.86,98.15,97.9,97.87,98.39,98.47,98.56,98.9,100.0,98.9,99.0,100.0,0.0
Algeria,DZA,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.97,98.97,98.95,98.93,98.91,98.89,98.87,98.85,99.3,98.85,98.86,98.89,98.76,99.0,99.09,99.19,99.35,99.64,99.7,99.5,99.8,0.0
East Asia & Pacific (excluding high income),EAP,Access to electricity (% of population),EG.ELC.ACCS.ZS,91.32,91.88,92.41,92.63,93.55,93.14,94.26,94.35,94.83,94.63,95.05,95.72,96.0,96.23,96.37,96.79,96.9,97.63,97.65,97.85,97.8,0.0
Early-demographic dividend,EAR,Access to electricity (% of population),EG.ELC.ACCS.ZS,66.7,65.45,68.94,70.03,70.83,71.86,73.32,74.7,76.3,77.68,78.36,75.17,81.1,82.27,83.11,85.73,87.02,89.38,91.11,92.25,93.38,0.0
East Asia & Pacific,EAS,Access to electricity (% of population),EG.ELC.ACCS.ZS,92.22,92.72,93.2,93.39,94.21,93.84,94.85,94.92,95.35,95.17,95.54,96.14,96.4,96.6,96.73,97.1,97.2,97.85,97.87,98.06,98.01,0.0
Europe & Central Asia (excluding high income),ECA,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.88,99.89,99.91,99.93,99.9,99.88,99.87,99.89,99.91,99.91,99.94,99.92,99.96,99.95,99.96,98.27,99.97,99.98,99.98,99.98,99.99,0.0
Europe & Central Asia,ECS,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.95,99.95,99.96,99.97,99.96,99.95,99.95,99.95,99.96,99.96,99.97,99.97,99.98,99.98,99.98,99.26,99.97,99.99,99.99,99.99,100.0,0.0
Ecuador,ECU,Access to electricity (% of population),EG.ELC.ACCS.ZS,93.73,94.02,94.31,94.97,94.87,95.83,96.32,96.81,97.21,96.47,97.46,96.87,97.19,98.03,98.98,98.83,98.7,99.2,98.7,99.09,98.85,0.0
"Egypt, Arab Rep.",EGY,Access to electricity (% of population),EG.ELC.ACCS.ZS,97.7,97.34,97.54,98.8,97.91,99.4,99.04,98.47,99.8,98.87,99.39,99.45,99.7,99.85,99.8,99.3,100.0,100.0,100.0,100.0,100.0,0.0
Euro area,EMU,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Eritrea,ERI,Access to electricity (% of population),EG.ELC.ACCS.ZS,29.25,30.35,32.2,32.53,33.61,34.69,35.78,36.86,37.96,39.07,40.18,41.32,42.47,43.64,44.83,46.03,47.25,48.47,49.7,50.94,52.17,0.0
Spain,ESP,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Estonia,EST,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Ethiopia,ETH,Access to electricity (% of population),EG.ELC.ACCS.ZS,12.7,10.16,11.85,13.54,15.23,14.0,18.6,20.29,21.98,23.69,25.41,23.0,28.9,30.67,27.2,29.0,42.9,44.3,44.94,48.06,51.09,0.0
European Union,EUU,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.96,100.0,100.0,100.0,100.0,0.0
Fragile and conflict affected situations,FCS,Access to electricity (% of population),EG.ELC.ACCS.ZS,40.38,40.83,41.44,43.25,42.63,42.72,43.67,44.98,44.83,45.65,46.19,48.08,49.36,50.86,50.35,50.36,54.59,54.93,55.03,55.86,56.54,0.0
Finland,FIN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Fiji,FJI,Access to electricity (% of population),EG.ELC.ACCS.ZS,75.72,77.0,79.63,80.0,80.79,82.05,83.31,88.9,86.16,87.13,89.25,90.15,91.07,91.75,93.79,95.17,96.56,96.0,99.37,99.72,100.0,0.0
France,FRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Faroe Islands,FRO,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
"Micronesia, Fed. Sts.",FSM,Access to electricity (% of population),EG.ELC.ACCS.ZS,46.0,48.34,50.1,51.86,53.61,55.37,57.12,58.88,60.65,62.43,64.53,66.59,68.43,70.25,72.05,73.94,75.96,77.94,79.7,81.28,82.93,0.0
Gabon,GAB,Access to electricity (% of population),EG.ELC.ACCS.ZS,73.6,77.14,77.84,78.54,79.23,81.6,80.62,81.32,82.03,82.74,89.46,88.86,89.3,86.4,86.96,87.38,88.2,86.27,89.88,90.73,91.57,0.0
United Kingdom,GBR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Georgia,GEO,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.81,99.81,99.9,100.0,99.93,97.94,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.9,100.0,100.0,0.0
Ghana,GHA,Access to electricity (% of population),EG.ELC.ACCS.ZS,43.7,44.84,46.86,48.3,50.89,41.25,55.09,56.93,60.5,60.99,64.2,64.06,56.51,70.7,78.3,74.08,79.3,79.0,80.4,83.5,85.87,0.0
Gibraltar,GIB,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Guinea,GIN,Access to electricity (% of population),EG.ELC.ACCS.ZS,15.15,16.43,17.71,18.98,20.25,20.2,22.8,24.07,25.36,26.65,27.96,29.28,26.2,31.98,33.35,34.75,33.5,35.4,45.0,42.2,44.67,0.0
"Gambia, The",GMB,Access to electricity (% of population),EG.ELC.ACCS.ZS,34.3,29.87,31.52,27.8,34.8,30.46,38.08,39.72,41.38,43.04,46.66,48.25,49.83,51.5,52.93,54.56,56.33,56.2,60.3,62.1,62.27,0.0
Guinea-Bissau,GNB,Access to electricity (% of population),EG.ELC.ACCS.ZS,0.0,0.0,1.25,2.59,3.93,5.26,14.54,7.94,9.29,4.7,6.0,13.4,14.8,16.23,17.2,20.05,22.97,26.0,28.5,30.96,33.34,0.0
Equatorial Guinea,GNQ,Access to electricity (% of population),EG.ELC.ACCS.ZS,65.56,65.57,65.58,65.57,65.57,65.57,65.56,65.56,65.57,65.59,66.16,66.1,65.74,65.82,65.92,66.04,66.17,66.31,66.45,66.6,66.75,0.0
Greece,GRC,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Grenada,GRD,Access to electricity (% of population),EG.ELC.ACCS.ZS,86.04,86.37,86.69,87.01,87.32,87.64,87.95,88.27,90.0,88.94,89.28,88.8,90.03,90.43,90.86,91.29,91.74,92.19,92.3,93.12,93.59,0.0
Greenland,GRL,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Guatemala,GTM,Access to electricity (% of population),EG.ELC.ACCS.ZS,73.32,73.73,78.67,78.51,77.23,78.39,83.73,80.72,81.89,83.08,84.28,84.03,86.72,87.97,85.49,90.52,91.82,93.3,94.43,95.74,97.06,0.0
Guam,GUM,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Guyana,GUY,Access to electricity (% of population),EG.ELC.ACCS.ZS,74.52,75.1,75.68,76.25,76.82,77.5,73.38,78.52,79.11,77.6,83.09,84.08,85.07,86.03,86.9,88.0,89.17,90.3,91.2,91.92,92.54,0.0
High income,HIC,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.9,99.89,99.9,99.94,99.91,99.91,99.94,99.92,99.93,99.95,99.95,99.96,99.97,99.96,99.97,99.97,99.96,99.97,99.98,99.99,99.99,0.0
"Hong Kong SAR, China",HKG,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Honduras,HND,Access to electricity (% of population),EG.ELC.ACCS.ZS,67.38,64.2,63.14,65.09,67.11,68.9,71.27,73.55,76.4,78.27,80.98,82.2,83.61,87.18,88.65,89.98,91.6,86.5,91.6,91.1,93.21,0.0
Heavily indebted poor countries (HIPC),HPC,Access to electricity (% of population),EG.ELC.ACCS.ZS,17.76,18.53,19.27,20.78,21.86,21.61,24.23,25.79,25.89,27.03,28.81,29.31,32.08,32.98,35.53,35.46,40.7,41.6,44.21,44.99,46.54,0.0
Croatia,HRV,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
Haiti,HTI,Access to electricity (% of population),EG.ELC.ACCS.ZS,33.7,31.54,33.15,31.6,34.11,34.59,33.9,35.55,36.04,36.54,37.06,37.58,37.9,38.7,39.5,40.84,40.4,43.75,44.96,45.99,46.93,0.0
Hungary,HUN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
IBRD only,IBD,Access to electricity (% of population),EG.ELC.ACCS.ZS,84.31,83.74,85.83,86.41,86.92,87.62,88.36,89.14,89.96,90.77,91.46,89.2,92.79,93.49,94.06,95.21,95.78,96.73,97.78,98.32,98.78,0.0
IDA & IBRD total,IBT,Access to electricity (% of population),EG.ELC.ACCS.ZS,73.91,73.52,75.3,76.04,76.32,76.94,77.81,78.41,79.17,79.87,80.32,79.08,82.15,82.75,83.24,84.4,85.68,86.74,87.89,88.42,89.02,0.0
IDA total,IDA,Access to electricity (% of population),EG.ELC.ACCS.ZS,34.99,35.78,36.96,38.79,38.74,39.52,41.57,42.15,43.21,44.03,44.21,46.65,48.5,49.18,49.83,51.41,55.27,57.08,58.88,59.83,61.23,0.0
IDA blend,IDB,Access to electricity (% of population),EG.ELC.ACCS.ZS,54.22,54.96,55.32,57.75,56.41,56.88,57.28,58.48,58.87,58.12,57.11,61.69,61.25,62.28,61.25,61.45,65.4,63.8,65.93,67.0,67.87,0.0
Indonesia,IDN,Access to electricity (% of population),EG.ELC.ACCS.ZS,86.3,86.26,87.6,87.94,89.01,85.04,90.62,91.1,92.73,93.55,94.15,94.83,96.0,96.46,97.01,97.54,97.62,98.14,98.51,98.85,96.95,0.0
IDA only,IDX,Access to electricity (% of population),EG.ELC.ACCS.ZS,25.18,26.01,27.63,29.15,29.78,30.72,33.68,33.97,35.37,36.96,37.74,39.08,42.08,42.57,44.07,46.34,50.15,53.68,55.3,56.21,57.86,0.0
Isle of Man,IMN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
